'3604', 1.0
'316', 1.0
'31957', 1.0
'54222', 1.0
'317', 1.0
'5208', 1.0
'33672', 1.0
'301', 1.0
'6', 1.0
'390301', 1.0
'2166', 1.0
'19', 1.0
'405665', 1.0
'1574', 1.0
'19870', 1.0
'5716', 1.0
'810', 1.0
'8005', 1.0
'5907', 1.0
'31443', 1.0
'11844', 0.75
'13633', 0.6666666666666666
'200585', 0.6666666666666666
'2765', 0.6666666666666666
'126091', 0.6666666666666666
'71', 0.6666666666666666
'248220', 0.5
'43701', 0.5
'759', 0.4
'59195', 0.4
'6080', 0.4
'16225', 0.4
'89784', 0.3333333333333333
'89805', 0.31339031339031337
'12751', 0.2894736842105263
'7533', 0.2857142857142857
'67382', 0.270935960591133
'27705', 0.26383981154299174
'98204', 0.2628434886499403
'35729', 0.26252983293556087
'30225', 0.2615933412604043
'35375', 0.25943396226415094
'5155', 0.25943396226415094
'492', 0.25882352941176473
'80101', 0.2571103526734926
'6940', 0.2540415704387991
'14907', 0.25287356321839083
'511', 0.2525832376578645
'13798', 0.24858757062146894
'1276', 0.24719101123595505
'49179', 0.24608501118568232
'50218', 0.24526198439241917
'13820', 0.24363233665559247
'11692', 0.24282560706401765
'18431', 0.2412280701754386
'6241', 0.24096385542168675
'20385', 0.24043715846994534
'39889', 0.23630504833512353
'26158', 0.23504273504273504
'21979', 0.23354564755838642
'110903', 0.23157894736842105
'14957', 0.2301255230125523
'13854', 0.22964509394572025
'3533', 0.2284527518172378
'11991', 0.22564102564102564
'35376', 0.22540983606557377
'60035', 0.2252803261977574
'42172', 0.22357723577235772
'9704', 0.22289766970618036
'68285', 0.22278225806451613
'3994', 0.22199798183652875
'64911', 0.2217741935483871
'103447', 0.22066198595787362
'26398', 0.21978021978021978
'81422', 0.2182890855457227
'3972', 0.21611001964636542
'12965', 0.2146341463414634
'11036', 0.21359223300970873
'16527', 0.21359223300970873
'5226', 0.2127659574468085
'5137', 0.21174205967276227
'17175', 0.2099236641221374
'92274', 0.20952380952380953
'9021', 0.20872865275142316
'16210', 0.20868744098205855
'29542', 0.20670391061452514
'5281', 0.20599250936329588
'4665', 0.20541549953314658
'8209', 0.20517560073937152
'7501', 0.2048417132216015
'43725', 0.20481927710843373
'86501', 0.20446096654275092
'110522', 0.20446096654275092
'14075', 0.20446096654275092
'59893', 0.20425138632162662
'39124', 0.20389249304911955
'13808', 0.20313942751615882
'5438', 0.20293847566574838
'28076', 0.20276497695852536
'19343', 0.20146520146520147
'473', 0.20054694621695535
'468', 0.19981916817359854
'1896', 0.19909502262443438
'2287', 0.19891989198919893
'30222', 0.19801980198019803
'42182', 0.1976639712488769
'113099', 0.19750889679715303
'13778', 0.19748653500897667
'2177', 0.19695613249776187
'39885', 0.19607843137254902
'973', 0.19590382902938558
'85739', 0.19572953736654805
'15210', 0.19469026548672566
'3629', 0.1945181255526083
'4336', 0.19332161687170474
